,FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10,FIPS ,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016",FOODINSEC_10_12,FOODINSEC_13_15,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,MILK_PRICE10,SODA_PRICE10,FFR09,FFR14,FSR09,FSR14,REDEMP_SNAPS12,REDEMP_SNAPS16,PCT_SNAP16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,PCT_NSLP15,PCT_SBP15,PCT_SFSP15,REDEMP_WICS08,REDEMP_WICS12,PCT_WIC15,PCT_CACFP15,FDPIR12,DIRSALES07,DIRSALES12,FMRKT09,FMRKT16,FMRKT_SNAP16,FMRKT_WIC16,FMRKT_WICCASH16,FMRKT_SFMNP16,FMRKT_CREDIT16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16,FRESHVEG_ACRES07,FRESHVEG_ACRES12,ORCHARD_ACRES07,ORCHARD_ACRES12,BERRY_ACRES07,BERRY_ACRES12,SLHOUSE07,SLHOUSE12,GHVEG_SQFT07,GHVEG_SQFT12,FOODHUB16,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,Food_Insec,Food_Insec_Children
2552,48063,58.850092734456894,17.200225788242886,21.353116684138378,0.47576808321909525,0.30642690105636644,0.1370857188936376,16.07128457382469,27.054269816950242,40768.0,18.8,0,30.6,0,0,0.0,48063,12401,12409,12467,12440,12659,12721,12867,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,1247.02211144634,1247.02211144634,0.0,10.055818977875495,10.055818977875495,715.541070114083,729.00852184394,1.8821353926909854,5.770027176147755,5.878626899797919,93.8451263768277,169.410052241392,80.52088454880366,2.006095048670964,3.6214205267505775,111.389921423625,2.381144109098439,357.767970282042,357.767970282042,0.0,2.8849929060724295,2.8849929060724295,210.536426728388,210.536426728388,0.0,1.6977374947858077,1.6977374947858077,659.117794752245,5.315037454658858,425.059095129662,3.4276195075369893,172.845789537649,1.3938052539121766,0.364476881921291,0.0029390926693112734,6.20215271646157,0.0500133272837801,6.57871240377426,0.05304985407446383,149.699868166354,1.2071596497569068,1.095938,0.9748207,5,7,6,6,238701.18159292036,150069.06891891893,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,-1.0,-1.0,3.226930314170308,1.7289336306951872,0,279.0,43.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,43.0,404.0,357.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,20,27
408,13047,92.50414438084515,2.120671858872103,2.2973945137781113,1.191704982640518,0.2987082043101561,0.0469175190015952,13.537268149260267,24.928841762847583,50979.0,13.1,0,19.6,0,1,0.0,13047,63942,64864,65004,65343,65585,65897,66398,16.9,14.9,-2.0,6.5,5.6,-0.9,9.2,10.5,25248.8685225789,22293.5579319821,-11.704724859072407,39.48714228922915,34.86528092956445,7085.36342379862,7124.97698504975,0.5590900407179409,11.080922435642645,11.142874769400002,449.383902823304,372.682489351566,-17.06812660396888,1.8360935763975648,1.5227068002106885,1061.28624092994,4.336205274483922,6222.39806426314,5426.77982755486,-12.786360314646597,9.7313159805185,8.487034855892622,3439.51031211337,3092.13533531505,-10.099547472642394,5.379109680825389,4.8358439450049255,20914.1382438457,32.70798261525398,430.456963713666,0.6731990924801633,493.211855719452,0.7713425537509805,282.774006193028,0.4422351602906197,86.1394148194195,0.13471492105254684,16.2248902742817,0.025374386591413625,563.824392008841,0.8817747208545884,1.082025,0.9486629,43,46,30,29,316594.64562249003,259705.63088161207,16.41494762894565,1.0,0.0,0,0,1,1,12.101522114840536,6.1374335125493635,0.991095325829233,127567.3,103381.0,2.58739636862375,1.3873636055707077,0,148.0,70.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,94.0,10.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11,22
1115,22007,65.93228299389436,30.361641262115196,2.126296913026771,0.23910166090260876,0.5635967721275779,0.04696639767729815,13.428120063191153,24.576235002775288,48516.0,16.8,0,25.2,1,0,0.0,22007,23421,23201,23089,23207,23028,22846,22695,15.7,18.4,2.7,4.8,7.7,2.9,9.1,9.0,9127.74397609528,9104.47762451999,-0.2548970658710696,38.97247758889578,38.87313788702442,3041.78802650065,3352.377813742,10.210763686865455,12.987438736606679,14.31355541497801,781.188323895072,675.854047336327,-13.483851887793113,8.94217403726044,7.736424534527552,556.328425882329,6.368228318250104,2179.94785082074,2184.42398174041,0.2053320182858915,9.307663425219845,9.326775038386106,1247.45884455854,1243.0353296773,-0.35460206968233726,5.326240743599932,5.307353783686863,6294.74976760347,26.87652007857679,2660.03270245369,11.357468521641646,129.909156943292,0.5546695569928355,16.7987354995421,0.07172509926793091,26.1627098911453,0.11170620336939201,2.66860538032523,0.011394071048739293,104.065099008518,0.4443238931237693,1.01769,1.001391,5,4,1,4,189181.02541806013,157127.38976744187,19.481206049299544,0.0,1.0,1,1,0,0,11.74480234541797,5.733467411048052,0.7734561065907556,70615.3,81095.52,2.760492805826249,2.238598341499091,0,58.0,-1.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15,22
1255,26051,96.93289739996887,0.2335357309668379,1.206601276661996,0.29581192589132804,0.4515024132025533,0.003892262182780632,22.78141055581504,20.0762883387825,40746.0,19.8,0,32.2,0,0,0.0,26051,25692,25843,25511,25530,25460,25210,25122,13.4,14.9,1.5,5.3,6.4,1.1,7.6,8.0,2361.91038767441,284.963432365404,-87.93504470565517,9.193174481061847,1.1091523912712284,838.520364830635,126.345342238328,-84.9323466027152,3.2637411055216994,0.49176919756472054,451.290475185102,481.282312360314,6.645794410553528,4.196879709709867,4.47579570687542,24.6523582971511,0.2292602836152804,343.07337168593,51.9900668570644,-84.84578776791246,1.335331510532189,0.20235897110798848,742.593999726274,41.594755575972,-94.3987218330199,2.890370542294387,0.16189769413035965,276.903902963067,1.0777825897675037,0.731074470278941,0.0028455335134631053,2.48325220495462,0.009665468647651488,0.0,0.0,2.64333250287189,0.010288543137443134,0.0,0.0,4.68512374106263,0.018235729958985793,0.795895,0.9343761,8,9,16,22,196756.63440729477,101934.35584295611,14.740922413706272,1.0,1.0,1,1,1,1,8.493242197389064,4.024951590191902,0.9168989988083739,76614.69,66423.41,2.46739522781181,0.9642027433198799,0,256.0,367.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,-1.0,40.0,-1.0,3.0,5.0,0.0,0.0,0.0,-1.0,0,1.0,0.0,14,23
1525,29087,97.21091205211727,0.14250814332247558,0.7939739413680782,0.30537459283387625,0.9771986970684038,0.020358306188925084,21.23371335504886,19.767915309446256,42845.0,13.7,0,20.3,0,0,1.0,29087,4912,4836,4663,4583,4518,4471,4448,20.9,20.8,-0.1,6.9,7.9,1.0,8.3,9.0,4888.10279721218,4888.10279721218,0.0,99.51349342858673,99.51349342858673,1758.25724080822,1824.79383977051,3.7842357430989404,35.795139267268326,37.149711721712336,114.336801453867,135.700662245572,18.685025748533793,5.360375126763572,6.361962599417346,198.336183504932,9.298461486400937,966.877236804746,966.877236804746,0.0,19.68398283397284,19.68398283397284,1039.78285433023,1039.78285433023,0.0,21.16821771844931,21.16821771844931,4777.10280094316,97.25372151757247,8.00000002706656,0.16286645006242997,37.7504819433261,0.7685358701817203,15.0000000064538,0.30537459296526465,47.9999996645104,0.9771986902384039,0.999999936047971,0.020358304886970095,38.9999991005253,0.7939739230562969,0.873642,0.9790413,5,3,3,8,63496.3575,45218.21000000001,12.865107500410309,0.0,1.0,0,0,0,0,9.923257364959849,4.6149253608675815,0.6642534311514493,-1.0,-1.0,2.2154437862527763,1.0990853879038844,0,13.0,42.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,17
3109,55119,97.20141137802698,0.26100826526173326,1.5273817004205132,0.26100826526173326,0.19817294214316789,0.03866789114988641,16.11484363671516,24.597612257721494,48951.0,12.4,0,19.5,0,0,0.0,55119,20689,20778,20497,20596,20591,20483,20439,14.2,15.0,0.8,4.9,6.2,1.3,7.1,7.7,4248.49082486492,4224.854740063,-0.5563407284202346,20.53502259589598,20.420777901604716,1447.57678141076,1655.23565875615,14.345275498479094,6.996842676836773,8.000559035024168,325.840707362996,378.648430422827,16.20660705263007,3.884605476430567,4.514168221540618,196.663153811145,2.3445774178724963,1015.73433213211,1013.40510122526,-0.22931497274103255,4.909538074010875,4.8982797681147465,863.279099525901,854.972037400253,-0.9622684170403317,4.172647781554937,4.1324957097987,4160.19125281831,20.108227815836,15.6410995179504,0.07560104170308087,53.7560176819616,0.2598289800471826,3.70878266167392,0.017926350532524143,4.62421760356119,0.022351092868486588,0.0,0.0,40.6893880364642,0.19667160344368603,0.795895,0.9343761,6,6,12,17,258748.2373913043,164844.849,12.44343891402715,1.0,1.0,0,0,1,1,9.386492552765501,3.2067009672108906,1.6425310114450082,48218.45,47039.83,1.8280613885482688,1.0611622575496804,0,414.0,339.0,1.0,2,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,38.0,24.0,20.0,9.0,30.0,42.0,0.0,0.0,0.0,6936.0,0,0.0,1.0,11,18
1866,36079,82.94955370574667,2.0529535653394846,11.694915254237289,1.837328251930599,0.12135192056965198,0.014040718082439072,12.453114030689,23.718784474977433,90497.0,6.0,0,6.5,0,1,0.0,36079,99710,99958,99717,99678,99478,99265,98900,15.2,14.4,-0.8,5.9,5.7,-0.2,8.0,9.5,39108.5546565898,36524.8014488621,-6.60661901319418,39.22229932463123,36.63103144003821,5414.25907511513,5547.99310985105,2.4700339027104232,5.430006092784204,5.564129084195216,622.094354716799,772.49629011885,24.176707964263663,1.7753327665215004,2.2045497848772864,469.611699361516,1.3401777899075826,9300.58673067906,8732.2412946164,-6.1108557182517,9.32763687762417,8.75763844611012,4690.6931992049,4499.77765798104,-4.070092268158188,4.704335772946445,4.512864966383552,33388.7678046269,33.485876847484604,791.244992819923,0.7935462770232906,3885.56766466541,3.896868583557728,674.881482390574,0.6768443309503299,57.6764249103726,0.057844173012107716,11.0277311693062,0.011059804602653897,1601.20301779443,1.6058600118287334,1.217211,0.9060665,67,73,84,91,142935.60636363635,95559.91215686276,15.017085847667259,0.5,1.0,1,1,1,1,8.580160942293238,3.4013873726995802,2.217284472239579,102436.4,97222.68,2.3836813765107947,1.6439176388556538,0,176.0,48.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,-1.0,168.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,5,13
140,5061,67.38704764667489,20.40031909493074,9.783160490245848,0.6091812314163464,0.681702806584959,0.0652694176517514,15.258539415476106,26.274566683588368,33199.0,18.7,0,30.7,0,0,0.0,5061,13789,13821,13693,13527,13488,13350,13377,14.9,14.9,0.0,6.4,6.0,-0.4,11.2,11.5,2027.85693527428,5676.68563191416,179.93521304037918,14.70633791626862,41.168218376344626,1011.13887002526,2853.09835662112,182.166816171338,7.332938356844296,20.69111869331438,134.364717360641,194.7695567163,44.95587870253889,2.5044681707482015,3.6303738437334574,256.25972388151,4.776509298816589,487.29041308361,1360.24891415946,179.14542901669324,3.5339068321387344,9.864739387623903,411.252295935258,1021.05944394385,148.28054555216195,2.9824664292933356,7.404883921559577,4538.41284516097,32.913284829653854,646.551229948287,4.688891362305366,505.915809121881,3.668981138022199,44.9876499358212,0.326257523647989,52.9122584892139,0.38372803313665893,1.29717506095767,0.009407317869009137,392.524468363824,2.8466492737966784,1.095938,0.9748207,8,9,5,8,377917.64865671645,175866.77126760563,13.647461656462248,0.0,1.0,0,0,0,0,10.778147014106487,6.0607861986620115,1.043615548162584,126935.1,141361.0,2.8278648239005792,2.2827348294475462,0,107.0,140.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,4.0,107.0,43.0,-1.0,48.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18,26
2594,48147,80.88751289989679,6.702049240748931,9.512015332448769,0.3597228365030223,0.8668730650154799,0.017691287041132243,16.998378298687896,22.122954444935868,43733.0,16.4,0,23.0,0,0,0.0,48147,33915,33922,33695,33655,33762,33640,34031,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,12950.9263242588,11194.0975098724,-13.565275335522742,38.18642584183636,33.006332035596046,4689.26260283747,4566.92361537935,-2.608917388932166,13.826515119674095,13.465792762433585,329.957705096615,346.760729330575,5.092478209908723,2.715924809421475,2.8542326885387683,517.331719966054,4.258224709573248,2493.02771763415,2034.48395217085,-18.393047226063416,7.350811492360755,5.998773263071945,2021.45430797933,1790.02956173281,-11.448428259447278,5.960354733832611,5.277987798121215,8554.35754705001,25.222932469556277,1681.38545843351,4.957645461988825,1390.74223235787,4.100670005478019,32.1769653786659,0.09487532177109213,89.0279205159904,0.2625030827539154,3.77250284228649,0.011123405107729589,833.377189349024,2.4572525117176,1.01769,1.001391,16,13,12,15,191334.637012987,155634.89229729725,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,133848.7,-1.0,3.226930314170308,1.7289336306951872,0,129.0,314.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,32.0,1580.0,1546.0,18.0,23.0,1.0,1.0,0.0,0.0,0,0.0,1.0,19,26
900,20027,95.88752196836555,0.39835969537199767,1.8980667838312828,0.30462800234329235,0.37492677211482134,0.023432923257176334,20.43350908025776,23.67896895137668,51351.0,11.1,0,16.9,0,0,1.0,20027,8535,8513,8508,8401,8338,8340,8143,14.4,14.6,0.2,5.5,5.5,0.0,8.8,9.3,2243.21916315377,2260.64135987915,0.7766604802397522,26.282591249604803,26.486717749023438,826.942242890064,641.618673376767,-22.41070293683551,9.68883705788007,7.517500566804534,46.4913862155573,55.2720690748544,18.886687565273853,1.306304754581548,1.5530224522296825,28.2628253892495,0.7941226577479489,558.431211121098,563.969237995983,0.9917115599192431,6.542837857306362,6.607723936684043,378.767591150363,381.896433186137,0.8260585406136137,4.437815947865999,4.474474905520059,2187.25121836502,25.626844972056475,7.39014038955793,0.08658629630413509,46.9999999376014,0.550673695812553,9.00000006472692,0.10544815541566398,9.00000005355105,0.10544815528472232,0.0,0.0,48.0000001067529,0.5623901594229983,0.9485941,1.038527,3,4,11,11,105436.43400000001,57547.116,8.597012543300648,1.0,1.0,0,0,0,0,11.862659520868128,3.9780632571117116,0.9712735876435317,-1.0,-1.0,2.1585622437656293,1.7137243224697,0,14.0,45.0,1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,12,21
2685,48329,53.204453796247584,6.338038459290432,37.699456426442225,1.197469168274008,0.4032965106084517,0.030685604068034368,11.042433806768367,27.419048454030044,79829.0,8.9,0,13.1,0,1,0.0,48329,136872,140061,147139,152052,156059,161272,162565,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,40559.5551703813,37531.8858502907,-7.464749816343062,29.633201217474216,27.421156884016234,13640.5994451171,9948.27054775446,-27.06867034853351,9.96595318627411,7.268302171192399,627.158726722741,781.356726365665,24.58675819575944,1.2334717803574413,1.5367425044068543,1131.90130098619,2.2261801573137774,11530.1221906652,10792.1206790089,-6.400639121186311,8.424018199971654,7.884827195488413,4505.67734308797,3771.35541089487,-16.29770345893947,3.2918912144835835,2.755388546156168,28843.8390701819,21.07358632165958,2221.0715898841,1.6227362717605498,15741.7672338039,11.501086587325311,455.133903740796,0.33252520876497454,270.515432348834,0.1976411774130823,11.1737404162959,0.008163642246986891,5730.15209488348,4.186504248409814,1.095938,0.9748207,103,117,88,92,288945.30035502947,281273.41358490573,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,298001.2,221161.0,3.226930314170308,1.7289336306951872,0,28.0,26.0,1.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,401.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11,19
1260,26061,93.64147646609152,0.5269192967128972,1.1330129955225512,2.866659386261876,0.4968876269520585,0.04368242874303811,14.950311237304795,20.645407884678388,41775.0,17.4,0,18.4,0,0,0.0,26061,36628,36767,36729,36675,36483,36382,36555,13.4,14.9,1.5,5.3,6.4,1.1,7.6,8.0,3693.05509416231,3952.70912144259,7.030873373395391,10.082600999678688,10.791495908710795,1605.98409367012,1552.12759679861,-3.3534888099939346,4.384580358387354,4.237543946703642,299.845472472905,406.437726675946,35.549062430039875,2.1068400258073705,2.855801901882701,203.964395456431,1.433139372234619,722.006162737615,778.259806006984,7.791296829943019,1.9711864222387656,2.124767407466922,586.474266897909,632.957525078288,7.925881970277569,1.6011637733370894,1.7280701241626295,3625.69449248491,9.898696331999863,21.7410516328636,0.05935637117195478,45.9644704891589,0.12548998167838513,209.458616222651,0.5718538173600825,35.7514899591386,0.09760699453734466,0.426710846346396,0.0011649853837129955,59.6367693016866,0.16281743284287048,0.795895,0.9343761,23,23,38,42,303144.02493506495,184185.94406779663,14.740922413706272,1.0,1.0,1,1,1,1,8.493242197389064,4.024951590191902,0.9168989988083739,67371.73,75942.64,2.46739522781181,0.9642027433198799,0,164.0,220.0,1.0,4,1.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,-1.0,48.0,31.0,33.0,67.0,53.0,1.0,1.0,-1.0,-1.0,0,0.0,1.0,15,17
688,17189,96.90133188366404,0.6387605327534656,1.3386789888556672,0.2786083174775754,0.08833922261484099,0.02718129926610492,17.00869801576515,22.13916825224246,57019.0,8.8,0,13.7,0,0,0.0,17189,14716,14602,14618,14432,14394,14246,14154,14.3,13.8,-0.5,5.3,5.1,-0.2,7.0,7.4,1628.93149336042,1627.92799511166,-0.061604693190003224,11.069118601253194,11.062299504700054,619.693777920086,588.6540030822,-5.008889219779894,4.211020507747254,4.000095155491982,92.126459527833,100.617273600371,9.216477129431832,1.5546145718500337,1.6978952683154067,60.6116404104668,1.022808646818542,325.026816617223,325.026816617223,0.0,2.2086627929955354,2.2086627929955354,285.642764372812,285.629323746139,-0.004705397212673735,1.941035365403724,1.940944031979743,1598.21083245867,10.860361731847446,12.3114794790745,0.08366050203230836,23.4215442297282,0.15915700074563877,0.999999992549419,0.006795324765897112,1.9999999326028,0.013590649175066595,0.0,0.0,14.4056839090772,0.0978913013663849,0.873642,0.9790413,8,10,9,8,54758.753793103446,49482.358723404264,14.364811918317008,1.0,1.0,0,0,0,1,8.62020143320429,3.2916526375010253,0.5508166993844088,30979.6,21442.58,1.9253033667586965,1.0999110030758177,0,132.0,108.0,1.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,37.0,19.0,63.0,42.0,15.0,11.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,10,17
1628,30063,91.02462053632696,0.37694763904518797,2.617590279874473,1.116204173871673,2.4163075599959742,0.09423690976129699,11.397176552392978,19.970905497763017,44998.0,15.8,0,16.8,0,1,0.0,30063,109299,110169,111092,111707,112595,113982,116130,14.1,12.2,-1.9,5.6,5.6,0.0,8.4,9.0,30018.1733531536,24202.8408709946,-19.37270603958339,27.464270810486465,22.143698360455815,8641.55649294623,7223.97570357377,-16.404229845972505,7.906345431290525,6.609370354325081,616.585619669125,576.673667861849,-6.4730591395715145,1.3425632967581,1.2556583805727672,1017.86447118442,2.2163142254592607,6872.31025305666,5469.36959284208,-20.414396448277074,6.287624089018802,5.004043580309133,3544.85042653019,2841.14064149096,-19.85160727156668,3.2432597064293267,2.5994205267120103,22731.5448259512,20.7975780436703,74.0893471061759,0.06778593317978736,579.036565196964,0.52977297614522,220.96882734132,0.20216912079828725,501.560822083184,0.45888875660635875,19.6980167127877,0.01802213809164558,654.97898865414,0.5992543286344248,0.9400685,1.079599,79,84,86,105,402303.2438002435,324181.6640394088,11.299447492614052,0.0,1.0,0,0,1,1,7.926020432760959,3.031227988990744,0.874873783700841,98537.25,110601.1,1.7886249272713366,1.3347948446631923,0,272.0,405.0,3.0,6,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,50.0,50.0,22.0,20.0,4.0,2.0,0.0,0.0,-1.0,-1.0,1,1.0,1.0,14,17
2669,48297,59.01482958980141,3.9285404561616515,35.209435434914575,0.48564738530916657,0.5376810337351488,0.026016824212991067,19.2264330934004,20.414534732460325,53184.0,15.8,0,21.7,1,0,0.0,48297,11531,11532,11683,11849,12075,12219,12056,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,1181.23530273156,1181.23530273156,0.0,10.243997075115429,10.243997075115429,309.907956806764,423.69365915239,36.71596673994869,2.687606944816269,3.6743878167755617,114.491159426839,77.9625184544512,-31.905206616175434,2.6894799019694386,1.8313957823455769,18.2552544889266,0.4288290929980409,194.329696020236,194.329696020236,0.0,1.6852805135741566,1.6852805135741566,316.773879811097,316.773879811097,0.0,2.74715011543749,2.74715011543749,1068.55174215867,9.266774279409159,35.5831031724811,0.30858644673038854,274.072366712504,2.3768308621325467,6.75916460866574,0.05861733248344237,10.1090351533821,0.08766833018282977,0.159924060979392,0.0013869053939761684,60.0723285648481,0.520963737445565,1.003679,0.9831601,7,9,9,15,73221.45580645159,61805.59666666666,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,-1.0,-1.0,3.226930314170308,1.7289336306951872,0,89.0,10.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,172.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12,24
850,19125,95.57176739019484,0.6334624275721277,1.5941637395298567,1.1378306163499354,0.13209643039418775,0.018013149599207422,15.587378786514156,25.104326158095407,57411.0,9.2,0,10.6,0,0,0.0,19125,33309,33319,33315,33077,33261,33141,33189,13.5,14.8,1.3,6.3,6.1,-0.2,7.5,8.3,4677.58918447889,4309.84509225554,-7.861829624619306,14.043018957275482,12.938980732701493,989.219187942589,887.144504984931,-10.31871239476827,2.9698255364693895,2.6633777807347294,173.944153438471,170.958836802146,-1.7162500591783252,1.367163038893901,1.3436991024298202,144.683946272763,1.1371842039830464,1198.30852673385,1102.29515776971,-8.012408058702317,3.5975517930104473,3.309301263231289,741.579636763117,667.263570565075,-10.021319695672927,2.226364156123321,2.0032530864483324,4213.41293079375,12.649472907603801,10.5081282351166,0.031547414317801795,55.4798269292096,0.16656107036899817,34.1968301901652,0.1026654363390231,11.8107146492105,0.03545802830829656,0.804882407188416,0.00241641120174252,39.1116072467707,0.11742053873358763,0.873642,0.9790413,20,19,14,24,157331.02455764075,140323.2881632653,12.083352341042646,1.0,1.0,0,0,0,1,12.218996113510713,3.145442855226753,0.5346843800007619,51646.3,40758.3,2.0321159550932983,1.412745738578616,0,126.0,278.0,2.0,3,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,-1.0,71.0,73.0,117.0,-1.0,3.0,1.0,1.0,-1.0,7656.0,0,0.0,0.0,11,16
583,16067,65.24988788679057,0.21924360954706265,32.353380836115406,0.3487966515521451,0.7274901589516168,0.004982809307887787,14.793960835118842,29.363695251382733,45429.0,17.0,0,20.7,0,0,0.0,16067,20069,20204,20113,20295,20244,20387,20616,12.6,10.6,-2.0,4.8,4.5,-0.3,9.7,8.7,2536.02300806134,3532.99350357278,39.31236003547037,12.63651904958563,17.60423291430953,1156.00520692472,1605.18229267759,38.85597426916443,5.760153505031242,7.9983172688105535,120.120104864023,159.383344601137,32.686651232581184,1.6753152700700558,2.2229197294440306,105.525844828521,1.4717691050002928,828.291335406836,1086.77508709848,31.20686413611744,4.1272177757079875,5.4151930195748665,288.081174705958,437.084474519998,51.72267850064358,1.4354535587520953,2.1779085879714883,2693.8355536044,13.422868870419055,9.75904889544472,0.04862747967235393,1401.43541177885,6.983085414215208,15.9460281068459,0.07945601727463202,56.5101992262211,0.2815795466950077,0.0,0.0,756.942676760483,3.771701015299631,0.7219861,1.008887,5,5,9,12,328592.8218181818,211603.72945454548,10.908005275853466,0.0,0.0,0,0,1,1,9.486306345283486,4.680844561401389,1.1949145885324455,164302.0,-1.0,2.447621150139281,0.7053017348165783,0,143.0,62.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9483.0,11812.0,0.0,0.0,3.0,-1.0,0.0,0.0,-1.0,0.0,0,0.0,1.0,9,17
