,FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10,FIPS ,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016",FOODINSEC_10_12,FOODINSEC_13_15,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,MILK_PRICE10,SODA_PRICE10,FFR09,FFR14,FSR09,FSR14,REDEMP_SNAPS12,REDEMP_SNAPS16,PCT_SNAP16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,PCT_NSLP15,PCT_SBP15,PCT_SFSP15,REDEMP_WICS08,REDEMP_WICS12,PCT_WIC15,PCT_CACFP15,FDPIR12,DIRSALES07,DIRSALES12,FMRKT09,FMRKT16,FMRKT_SNAP16,FMRKT_WIC16,FMRKT_WICCASH16,FMRKT_SFMNP16,FMRKT_CREDIT16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16,FRESHVEG_ACRES07,FRESHVEG_ACRES12,ORCHARD_ACRES07,ORCHARD_ACRES12,BERRY_ACRES07,BERRY_ACRES12,SLHOUSE07,SLHOUSE12,GHVEG_SQFT07,GHVEG_SQFT12,FOODHUB16,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,Food_Insec,Food_Insec_Children
496,13225,45.13089005235602,45.66528254197509,6.824336522838058,0.8015887344285972,0.21303484383462717,0.028886080519949446,11.424444845640007,22.820003610760065,41725.0,22.0,1,33.4,1,1,0.0,13225,27695,27554,27504,26871,26838,26665,26655,16.9,14.9,-2.0,6.5,5.6,-0.9,9.2,10.5,5877.05363214346,5366.05950109803,-8.694733161028894,21.22063055476967,19.37555335294468,2453.17846220514,2277.68727374381,-7.153625028306452,8.85783882363293,8.22418224857848,570.838063780872,418.493676287004,-26.687846722209557,5.732456957028238,4.202587630919904,522.823068153152,5.250281865366057,1447.32902388172,1332.45848176577,-7.9367262191611765,5.225957840338401,4.811187874221954,644.444156410933,596.896020688597,-7.378162289055925,2.3269332240871385,2.155248314456028,2480.73196580054,8.95732791406586,2603.01936789748,9.398878382009316,254.45089849446,0.9187611427855571,54.372186317898,0.1963249190030619,14.3063018069952,0.05165662324244521,1.56471502222121,0.005649810515332046,212.064994013639,0.7657158115675717,1.082025,0.9486629,14,19,15,12,270289.3872340426,251455.2633070866,16.41494762894565,1.0,0.0,0,0,1,1,12.101522114840536,6.1374335125493635,0.991095325829233,164753.5,74434.0,2.58739636862375,1.3873636055707077,0,99.0,112.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43.0,-1.0,10012.0,11341.0,8.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,25
960,20147,95.6043956043956,0.38993264799716415,2.1446295639844024,0.7266926621765332,0.28358738036157394,0.0,20.20560085076214,24.22899680964197,46984.0,11.1,0,17.0,0,0,1.0,20147,5642,5540,5516,5554,5492,5431,5428,14.4,14.6,0.2,5.5,5.5,0.0,8.8,9.3,1994.55658350516,1994.55658350516,0.0,35.351942281197445,35.351942281197445,528.808987655962,599.645175648705,13.39542058593534,9.372722220063135,10.628237781792008,46.0257214566654,49.4727398324698,7.489330458513005,1.8925049941063077,2.034240947058791,49.7377117934824,2.0451361757188486,498.298018052246,498.298018052246,0.0,8.831939348675045,8.831939348675045,384.384278731641,384.384278731641,0.0,6.812908166104946,6.812908166104946,1931.51119175871,34.234512438119644,6.00000009595533,0.10634526933632277,33.0629313410318,0.5860143803798618,9.00000004190952,0.15951790219619835,17.0000001024455,0.301311593449938,0.0,0.0,31.0453911316854,0.5502550714584438,0.9485941,1.038527,5,5,4,6,79981.95999999999,56247.48813559321,8.597012543300648,1.0,1.0,0,0,0,0,11.862659520868128,3.9780632571117116,0.9712735876435317,-1.0,-1.0,2.1585622437656293,1.7137243224697,0,31.0,141.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12,20
335,12035,76.13693362313995,10.940896171208827,8.622094967396757,2.1108510282561443,0.23302959371342585,0.04911386055843505,24.45765758234409,19.892158501922754,50347.0,11.7,0,20.9,0,1,0.0,12035,95696,97412,98605,100013,102471,105188,108310,14.8,12.7,-2.1,5.7,5.4,-0.3,9.3,9.4,33564.7473647474,33041.2454685726,-1.5596777490559437,35.07434727130434,34.5273004812872,9805.73974746675,12181.4252414751,24.22749894644199,10.246760311263534,12.729294057719343,861.286372916543,913.009272384603,6.005308001438903,2.1979440946168096,2.3299374071979866,1255.11194319634,3.202960095943296,6983.98314330152,6912.41284347111,-1.0247776714503398,7.298093068990888,7.223303840778204,8236.16739012304,7990.11537651225,-2.9874576602930714,8.606595249668784,8.349476860592135,26635.0542760595,27.83298599320714,4024.39090303018,4.205390928596995,3260.24604301141,3.4068780753755754,849.661430582507,0.8878755962448869,101.801368204259,0.10637996175833787,20.6689044426721,0.02159850405729822,1409.66856449762,1.4730694746882,1.114266,0.9753885,33,37,67,73,398575.6870917574,283263.69963838666,15.65036529641155,1.0,1.0,1,1,0,1,8.26653123691498,3.87997042070177,0.8062888209481872,155654.5,135222.1,2.3866821642963503,1.329711820748101,0,8.0,22.0,1.0,2,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0,1.0,1.0,15,24
2487,47123,92.42345964644309,2.0216087513196612,3.252543857678744,0.3391810238325209,0.4470001572362362,0.022462319459107347,16.437925380174757,22.86214874547946,37867.0,18.6,0,28.9,0,0,0.0,47123,44519,44930,45150,45223,45390,45677,45970,16.2,15.1,-1.1,6.9,6.0,-0.9,8.9,10.1,2263.25256112166,1918.84106241813,-15.217545961058853,5.08379020445576,4.310162093528898,989.297342665664,870.961459618877,-11.961609310293978,2.2221912951002136,1.9563814542529638,560.121622794218,665.699089951113,18.849025436692163,3.1625635073921172,3.7586759073520013,159.389072612832,0.899943947901485,542.484308637509,462.856375522844,-14.678384581234551,1.2185455842168715,1.0396827770678676,392.05891453838,343.936213523944,-12.27435449876121,0.8806552585151959,0.7725605101730587,1798.27396578764,4.0393404294517845,37.4316887163441,0.0840802549840385,62.4593395981938,0.14029816392595026,14.0336650654208,0.03152286678815966,4.73188441013917,0.010628909926411577,0.0079284599050879,1.7809159920680832e-05,64.3619296800462,0.14457182254778006,1.136671,0.9925836,28,30,26,28,322376.5775238097,249682.37491525427,16.30435076769675,1.0,1.0,0,0,0,0,10.252609233308977,5.709828535040609,0.7266185971271907,102633.6,97078.66,2.274378024389501,1.1208052847302827,0,221.0,127.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,48.0,73.0,89.0,5.0,9.0,2.0,2.0,0.0,0.0,0,0.0,1.0,14,24
1269,26079,95.93657086223985,0.29149419926543463,1.2475951728560601,0.23902524339765638,0.8395032938844517,0.005829883985308692,16.53938086632076,22.69573835480674,42829.0,16.5,0,27.5,0,0,0.0,26079,17153,17159,17097,17292,17380,17262,17263,13.4,14.9,1.5,5.3,6.4,1.1,7.6,8.0,1253.33382756508,1048.40208275023,-16.35093063856595,7.306790809567305,6.112062512389844,485.932798673774,439.021006167204,-9.653967098867051,2.832931840924468,2.5594415330682914,265.184861728924,315.383308014191,18.92960478889653,3.8090327740437226,4.5300676244497415,87.3185992352514,1.2542171679869492,189.781679420014,117.953670220895,-37.847704487930756,1.1064051735557279,0.6876562130291786,326.59290120895,307.173790230346,-5.945968484532341,1.9039987244735614,1.790787560370466,1026.07124473656,5.981876317475427,0.940840617520735,0.005484991648812073,10.7529351479607,0.06268836441415904,0.131383871659636,0.0007659527293163645,8.57101725963337,0.049968036259740986,0.0,0.0,12.6875958847231,0.07396721206041566,0.795895,0.9343761,7,8,9,14,289269.7251891892,150015.61833333332,14.740922413706272,1.0,1.0,1,1,1,1,8.493242197389064,4.024951590191902,0.9168989988083739,88382.05,80263.77,2.46739522781181,0.9642027433198799,0,228.0,54.0,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1331.0,7.0,12.0,8.0,11.0,0.0,0.0,-1.0,6200.0,0,0.0,1.0,14,19
812,19049,88.65199969758827,1.345732214409919,6.137446132909957,2.49792091933167,0.14213351478037348,0.055946170711423604,9.792091933167008,29.063279655250625,81381.0,5.3,0,6.0,0,1,0.0,19049,66135,69759,72271,75010,77798,80777,84516,13.5,14.8,1.3,6.3,6.1,-0.2,7.5,8.3,3413.60355119611,3511.27822604048,2.8613362207847914,5.161568838279443,5.309258677009874,570.878536744665,804.05984171528,40.84604516755711,0.8632018397893173,1.2157856531568458,194.604162919997,296.803234369356,52.51638501246948,0.7710149085578328,1.1759240664396038,104.403118625582,0.4136415159492155,1059.32201422614,1084.01946132214,2.3314390491584356,1.6017570336828306,1.639101022638754,281.572270509299,353.535896485417,25.55778161178744,0.42575379225719967,0.534567016686198,2995.99424722762,4.530119070428094,100.775429458009,0.1523783616209405,417.292379906226,0.6309705600759447,175.423803579062,0.2652510827535526,3.51566060911864,0.00531588509732916,7.93682189378887,0.012000940339893958,227.632251142648,0.3441933184284388,0.873642,0.9790413,33,41,44,57,178920.11053211012,142493.53072419105,12.083352341042646,1.0,1.0,0,0,0,1,12.218996113510713,3.145442855226753,0.5346843800007619,84551.0,62712.8,2.0321159550932983,1.412745738578616,0,191.0,476.0,2.0,4,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,284.0,44.0,42.0,4.0,17.0,0.0,0.0,-1.0,-1.0,0,0.0,1.0,9,13
1051,21119,97.97503976508014,0.7096537379175334,0.6056527590847914,0.08564786492108162,0.05505934173498103,0.01223540927444023,13.35494922305151,21.632203597210324,30138.0,33.8,1,46.4,1,0,1.0,21119,16346,16293,16124,16097,15955,15700,15544,15.6,17.6,2.0,6.2,7.3,1.1,8.0,10.0,49.1638292638563,138.576973412984,181.86773790393383,0.30076978627099166,0.8477729928605408,26.6524042859546,66.1122150323388,148.05347511248317,0.16305153729324973,0.4044550044802324,684.522278358781,587.189420970321,-14.219092711171728,10.67231491048926,9.154808558938585,13.3912717777307,0.20878191109651856,12.5781310352004,33.3559083909206,165.18970344300564,0.07694929056160774,0.20406159544182428,5.21471838225148,16.1217026387665,209.15768517121487,0.03190210682889685,0.09862781499306557,138.06382522579,0.844633703816163,0.513149686797988,0.0031392982185121008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9703046,0.9722159,3,5,1,2,186740.10226415095,208127.92101265816,14.493977201579275,0.0,1.0,1,1,0,1,11.870195019674167,6.396815356607275,0.7460409862665002,30946.69,30099.2,2.6254576560216147,1.2845439145672,0,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18,27
441,13113,67.75268141169406,19.81570279730123,6.343427139733689,3.852975123631143,0.20738127187590905,0.05724098454493417,12.710313699362844,26.36744958570664,80588.0,7.0,0,10.0,0,1,0.0,13113,106567,107208,107463,108287,109550,110546,111627,16.9,14.9,-2.0,6.5,5.6,-0.9,9.2,10.5,42924.9206747086,35537.3025841888,-17.21055735083184,40.27974952350033,33.34738013098689,7246.43808107106,6935.94674445424,-4.284744216995063,6.799889347613294,6.508531482029372,597.464340301989,433.837787329289,-27.38683163751577,1.5653950803101866,1.1366829652036812,756.922011460071,1.9831844563630123,11223.5876370302,9328.62083974307,-16.883788486981103,10.531954204425572,8.753761333004645,5457.2591918143,4406.5566954435,-19.253300227096002,5.120965394366267,4.135010552463239,23809.3805297993,22.342170211978658,8532.40590314931,8.006611712020899,2821.47020361263,2.647602169163653,1104.12378049196,1.0360841353251569,108.82721616813,0.1021209344057072,24.9904935191853,0.023450499234458414,1957.5748473017,1.8369428127860405,0.8567245,0.9908802,69,95,105,91,393328.1470255721,324323.85004092765,16.41494762894565,1.0,0.0,0,0,1,1,12.101522114840536,6.1374335125493635,0.991095325829233,76924.79,82168.64,2.58739636862375,1.3873636055707077,0,85.0,148.0,0.0,2,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,-1.0,44.0,44.0,-1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10,18
1162,22101,57.2131747483989,32.292772186642274,5.343092406221409,1.7108874656907593,1.7072278133577308,0.02012808783165599,12.903934126258005,25.441903019213175,40945.0,19.7,0,28.3,1,0,0.0,22101,54650,54149,53554,53531,53234,52854,52093,15.7,18.4,2.7,4.8,7.7,2.9,9.1,9.0,13658.4796305624,18240.4886779309,33.54699184172546,24.992643422804026,33.376923472883625,5898.66959124585,8037.5700223741,36.26072622041024,10.793539965683166,14.707355942130098,889.449792635573,882.4789298791,-0.7837275149412666,4.347899460505318,4.313823776111355,1401.82770847198,6.852557601173095,3476.10352295832,4759.04529382878,36.907467294835314,6.360665183821262,8.708225606274071,1867.44988946538,2361.17833666336,26.43864501977754,3.417108672397768,4.320545904233047,11619.4955777097,21.261657049789022,4803.14081254894,8.788912740254236,1389.00778318413,2.541642787162177,493.819463441447,0.9036037757391528,227.752239890309,0.4167470080335023,12.8530571460724,0.02351886028558536,1083.42752347414,1.9824840319746386,1.01769,1.001391,32,34,27,29,307887.55244720506,264867.847077748,19.481206049299544,0.0,1.0,1,1,0,0,11.74480234541797,5.733467411048052,0.7734561065907556,115428.6,143540.0,2.760492805826249,2.238598341499091,0,35.0,33.0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,6.0,54.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,17,25
1387,27149,91.8260333127699,0.771128932757557,3.4649393378572895,1.5011309891013778,0.8328192473781616,0.010281719103434093,16.41990540818425,20.94386181369525,54323.0,10.9,0,8.6,0,0,1.0,27149,9726,9726,9738,9755,9831,9791,9693,10.6,9.9,-0.7,4.8,3.8,-1.0,5.7,7.1,1557.25438374718,1320.79123111369,-15.184619488082296,16.01125214627987,13.580004432589861,368.257735210778,362.686467215525,-1.5128719542209155,3.78632259110403,3.729040378526886,71.7957681195021,56.5254923135241,-21.269047195875174,1.9268858861916827,1.5170556176469163,29.6588277415682,0.7959964503909875,343.739224387247,292.43267602551,-14.926009230746537,3.534230149981976,3.0067106315598395,361.568584149043,297.444953860639,-17.734845641891127,3.717546618846833,3.0582454643290045,1292.1256748482,13.285273235124409,3.03495552367531,0.031204560185845255,16.0984000453245,0.1655192272807372,3.88815147429705,0.03997688129032542,0.398626387119293,0.00409856453957735,0.0,0.0,21.343823587009,0.21945119871487764,0.9485941,1.038527,6,5,11,11,114577.9531034483,78811.515,8.67772038597437,0.0,0.0,0,0,1,1,11.180059977113062,3.9130489395026293,0.9618379792749701,-1.0,-1.0,2.175074331544373,1.7046388129978285,0,161.0,145.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,-1.0,0.0,0.0,-1.0,2.0,1.0,1.0,0.0,0.0,0,1.0,1.0,11,13
2886,51143,74.40241866910213,21.986898875696784,2.097439612005165,0.2771391679526344,0.1952571410575379,0.026769124177243094,17.1889270305168,21.234214090007246,42390.0,17.1,0,25.6,0,0,0.0,51143,63506,63445,63032,62678,62483,62079,61687,12.7,11.4,-1.3,5.6,5.1,-0.5,6.2,6.2,9790.16359844164,9948.03983384893,1.6126005844521305,15.416123828365258,15.66472433132134,3080.83767942291,3705.88940701287,20.28836935372208,4.85125449472949,5.835494924909253,1358.10210664931,1135.44059582789,-16.39504936567451,5.186961412555131,4.336556528388229,604.639707034866,2.309283531432097,2127.95654402761,2195.74260238935,3.1855001246144017,3.3507960571089503,3.4575356696837303,1606.59974523398,1605.42830121516,-0.07291449051296882,2.529839299017384,2.5279946795817088,7738.26861931221,12.185098446307766,1899.74425557689,2.991440581326001,338.212023073704,0.53256703787627,32.9381248005228,0.051866161938277956,31.6584721740432,0.04985115134639751,7.99104348799528,0.012583131496229144,237.439310325617,0.3738848460391411,1.082025,0.9486629,15,15,18,19,147067.31944444447,79862.4836255572,9.731570192757609,1.0,1.0,1,1,0,0,8.382088627534342,3.397658597591576,0.6838607642878862,59906.6,122344.5,1.665654101106848,0.8171991793384535,0,155.0,313.0,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,132.0,226.0,107.0,156.0,17.0,22.0,0.0,0.0,-1.0,12000.0,0,1.0,1.0,13,19
3095,55091,97.80425759807203,0.24099611728477707,0.9639844691391083,0.174052751372339,0.22760744410228947,0.013388673182487614,17.90065604498594,22.814299102958895,50094.0,10.1,0,16.9,0,0,0.0,55091,7469,7428,7410,7383,7353,7293,7307,14.2,15.0,0.8,4.9,6.2,1.3,7.1,7.7,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,112.578465048591,108.278301697058,-3.819703306202451,3.6898874155552606,3.548944663948148,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.873642,0.9790413,4,5,10,11,102992.9675,48522.76615384616,12.44343891402715,1.0,1.0,0,0,1,1,9.386492552765501,3.2067009672108906,1.6425310114450082,-1.0,-1.0,1.8280613885482688,1.0611622575496804,0,429.0,452.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,20.0,33.0,-1.0,-1.0,0.0,0.0,-1.0,7440.0,0,0.0,1.0,10,19
242,6115,58.784561014482705,2.9408911371353335,25.01697734044765,6.527614163952602,1.7462407317580209,0.37419444251957595,10.054743261035272,29.090153142540366,46500.0,21.6,0,31.7,1,1,0.0,6115,72155,72548,72901,73233,73776,74299,75275,15.6,12.6,-3.0,5.7,4.5,-1.2,10.4,10.8,14988.0567091965,14994.418506338,0.04244577709393926,20.772027869442866,20.780844718090222,8543.72940767689,8672.54951686534,1.5077737489286496,11.840800232384298,12.019332709951271,408.467678302447,642.741430565142,57.3542937929176,1.6804528666739909,2.6442647408776976,813.933444042423,3.3485557413190565,4904.64287540744,4905.10311289466,0.009383710474150292,6.797370764891471,6.798008610483902,1179.93863676389,1181.45776111515,0.12874604694923394,1.635283260708045,1.6373886232626291,9495.23634474399,13.159498780048478,447.305576523911,0.6199231883083791,5159.63960684509,7.150772097353046,818.361558529471,1.1341716561977286,442.397717668664,0.6131213604998461,61.6809682635649,0.08548398345723082,3729.43630822319,5.16864570469571,1.032918,1.089488,30,29,24,23,263774.90750000003,242689.0838755981,10.961725188552148,0.5,1.0,0,0,1,1,8.35833883912808,4.321251019228138,0.3271212041399707,143390.4,133797.7,3.2316033504102637,1.438477118478364,0,650.0,753.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,86.0,72.0,24082.0,28572.0,23.0,34.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,17,26
1394,27163,85.71194611482514,3.517317835186616,3.4127557362179592,5.048795646185373,0.4085900493835455,0.030234823798165753,10.491483857963518,26.70658783216313,88329.0,5.1,0,6.0,0,1,0.0,27163,238136,241559,244011,246470,249026,251103,253117,10.6,9.9,-0.7,4.8,3.8,-1.0,5.7,7.1,94325.9331298228,94726.4269686236,0.42458508017036123,39.610110663579974,39.7782892836965,12078.7189552088,15930.7464384105,31.891026668358407,5.072193601643095,6.689768215813863,1356.22544631492,1316.95694783403,-2.895425578954351,1.5436386099488042,1.4989437027897312,1755.21710861388,1.9977658619081482,25063.7282822299,24865.0126277653,-0.7928415606288206,10.524964004698953,10.441517715828477,9026.83277633513,9473.84034817153,4.951986847571629,3.7906208117777784,3.9783318558183267,82407.7830143292,34.60534443105163,4118.77759152865,1.7295904825514203,3924.85503666987,1.648156950931346,4383.79268705354,1.8408777702882135,601.941298199191,0.25277207066516233,43.6041627430742,0.018310613575047117,3170.52821367313,1.3313939151044487,0.873642,0.9790413,113,129,144,163,204684.93873840445,158369.9996081632,8.67772038597437,0.0,0.0,0,0,1,1,11.180059977113062,3.9130489395026293,0.9618379792749701,89123.05,66655.79,2.175074331544373,1.7046388129978285,0,2821.0,3374.0,3.0,6,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,1500.0,1030.0,387.0,341.0,105.0,184.0,1.0,0.0,64000.0,56226.0,0,0.0,1.0,7,11
683,17179,95.00051700961637,0.9978285596112089,1.8568031079663796,0.7311993145929657,0.22674564604044492,0.02215755498766563,15.612951829475458,23.513597352910764,57747.0,8.4,0,12.2,0,1,0.0,17179,135394,135776,136111,136203,135567,134735,134385,14.3,13.8,-0.5,5.3,5.1,-0.2,7.0,7.4,54675.3587262514,58387.7132782571,6.789812885531705,40.38240891490864,43.124298918901204,11694.5162112262,13776.8036780877,17.805674294269632,8.637396200146389,10.175342835050076,1453.69132806326,1463.08169979578,0.6459673763776702,2.684762176454881,2.702104864248107,2056.13525349542,3.797390857118568,12503.2055852975,13307.151195011,6.4299159461862905,9.234682175943911,9.828464477754553,8808.87355810296,9346.34354284212,6.101461000592537,6.506103341435336,6.903070699471262,55950.7017019318,41.32435831863436,657.79511909412,0.4858377173982008,1194.37966999816,0.8821511071378052,450.855987587005,0.3329955445492452,177.628078056492,0.1311934635630028,14.3133821790689,0.010571651756406415,1136.41908137677,0.8393422761546081,0.795895,0.9343761,92,109,99,103,358734.60885154054,314294.8779345955,14.364811918317008,1.0,1.0,0,0,0,1,8.62020143320429,3.2916526375010253,0.5508166993844088,63749.43,77712.3,1.9253033667586965,1.0999110030758177,0,397.0,270.0,3.0,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,486.0,438.0,31.0,19.0,4.0,-1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,10,17
1350,27075,97.16547027424996,0.14724829744156084,0.7362414872078042,0.2852935762930241,0.4601509295048776,0.0,22.344929136756857,19.02263942573164,53093.0,9.8,0,14.6,0,0,0.0,27075,10866,10819,10844,10805,10697,10636,10625,10.6,9.9,-0.7,4.8,3.8,-1.0,5.7,7.1,927.472931306924,902.252555428612,-2.719257352640293,8.535550628629892,8.303447040572538,264.661418548875,306.077822428828,15.64882562295516,2.435683954986886,2.8168398898290814,44.1749377876624,77.2363674397127,74.84205141604954,0.9155427520759047,1.600753729320468,15.6256481812624,0.3238476306997389,137.191887040672,136.017949070109,-0.8556905192323421,1.2625794868458677,1.2517757138791552,202.291942000132,196.283167810643,-2.9703477706912724,1.8616965028541506,1.8063976422845847,882.010075008595,8.117155116957436,0.128932420222554,0.001186567460174434,8.07148322672503,0.07428201018521104,1.52477719846343,0.01403255290321581,9.44633096886735,0.08693475951470045,0.0,0.0,9.14244101014943,0.08413805457527544,0.9485941,1.038527,7,8,17,21,163281.70500000002,63380.99199999999,8.67772038597437,0.0,0.0,0,0,1,1,11.180059977113062,3.9130489395026293,0.9618379792749701,-1.0,-1.0,2.175074331544373,1.7046388129978285,0,12.0,21.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,5.0,7.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,10,19
657,17127,89.83083803227689,5.774839587789228,1.8795774191457646,0.26573335925853914,0.3823967852744831,0.0,18.393933501847172,22.801218484671722,41548.0,16.8,0,26.5,0,0,0.0,17127,15429,15325,15149,14974,14881,14752,14658,14.3,13.8,-0.5,5.3,5.1,-0.2,7.0,7.4,1942.60796774152,1525.0356457935,-21.495449873681434,12.590627829033119,9.88421573526152,595.797766268544,674.793615128746,13.258836023328783,3.8615449236408326,4.373540833033547,177.20588586635,158.328837576982,-10.65260795208868,2.7853801613698526,2.488664532803867,123.219709103691,1.936807750765341,407.035829147217,317.251491994632,-22.058091873802034,2.638121907753043,2.0562025535979775,464.908180371752,377.505224120225,-18.80004696446456,3.01321006138928,2.4467251547101236,1378.59814091392,8.935110123234946,98.8356288910145,0.6405835043814531,34.1188895172352,0.2211348079411187,3.72469114861451,0.02414084612492391,5.72401304449886,0.037099054018399504,0.0,0.0,38.1531710245108,0.247282202505093,0.795895,0.9343761,7,5,10,7,287850.7370149254,256681.7034146342,14.364811918317008,1.0,1.0,0,0,0,1,8.62020143320429,3.2916526375010253,0.5508166993844088,-1.0,98416.66,1.9253033667586965,1.0999110030758177,0,41.0,312.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,122.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15,22
